Year,Region,State,County,Total percentAvg pay,AverageWage,Management percent,Management pay,Business and financial operations percent,Business and financial operations pay,Computer and mathematical percent,Computer and mathematical pay,Architecture and engineering percent,Architecture and engineering pay,"Life, physical, and social science percent","Life, physical, and social science pay",Community and social service percent,Community and social service pay,Legal percent,Legal pay,"Education, training, and library percent","Education, training, and library pay","Arts, design, entertainment, sports, and media percent","Arts, design, entertainment, sports, and media pay",Healthcare practitioners and technical percent,Healthcare practitioners and technical pay,Healthcare support percent,Healthcare support pay,Protective service percent,Protective service pay,Food preparation and serving related percent,Food preparation and serving related pay,Building and grounds cleaning and maintenance percent,Building and grounds cleaning and maintenance pay,Personal care and service percent,Personal care and service pay,Sales and related percent,Sales and related pay,Office and administrative support percent,Office and administrative support pay,"Farming, fishing, and forestry percent","Farming, fishing, and forestry pay",Construction and extraction percent,Construction and extraction pay,"Installation, maintenance, and repair percent","Installation, maintenance, and repair pay",Production percent,Production pay,Transportation and material moving percent,Transportation and material moving pay
May 2019,southeast,Florida,Palm Bay,100,24.6,5,52.75,5.1,34.37,4.3,44.86,5.3,44.58,0.5,35.06,1.3,19.57,0.6,43.6,4.8,21.49,0.7,23.64,7.2,42.62,3.6,14.85,2.4,21.6,10.3,12.18,3.3,13.53,2.1,14.12,11.4,17.29,13.5,17.52,,14.27,4.5,21.26,4.4,20.92,4.6,18.83,5,15.5
May 2020,southeast,Florida,Palm Bay,100,24.87,4.9,54.31,5.5,35.87,4.4,45.85,5.4,45.45,0.5,35.92,1.3,20.28,0.6,42.74,4.6,22.35,0.7,23.18,6.8,37.01,3.9,15.03,2.3,22.97,9.9,12.69,3.5,14.33,1.6,15.22,10.9,18.45,13.2,18.04,,20.51,4.8,20.99,4.4,21.68,5.3,18.32,5.4,16.13
May 2020,southeast,Florida,Panama City,100,21.76,4.7,42.36,5,33.1,1.8,36.91,2.6,43.31,0.7,32.26,1.4,20.23,0.7,39.29,5.5,,1,23,5.4,34.88,2.6,15.08,3,19.6,12.2,12.9,3.4,14.59,1.7,13.63,11.8,18.32,12.7,17.57,0.1,23.1,7,18.92,5.6,20.73,3.5,19.55,7.6,17.46
May 2018,southeast,Florida,Pensacola,100,20.43,3.8,45.1,4.1,29.54,2,34.27,1.2,36.43,0.5,27.14,1.3,21.59,0.9,37.66,5.8,24.02,0.8,21.75,7.3,35.03,3.4,14.16,3.2,18.85,12.4,11.45,3.3,12.4,2.2,12.69,11.8,17.09,18.3,16.19,0.1,14.5,5,18.26,4.3,21.43,3.4,18.9,4.8,16.81
May 2019,southeast,Florida,Pensacola,100,21.11,4.5,42.94,4.6,29.75,1.8,35.11,1.2,36.18,0.6,29.49,1.3,21.48,0.9,35.8,6,26.24,0.7,22.63,7.1,36.16,3.8,14.31,3,19.51,11.9,11.99,3.1,13.08,1.8,13.55,11.2,17.21,16,17.1,,16.78,4.9,18.71,4.5,22.48,3.6,19.37,7.4,15.78
May 2020,southeast,Florida,Pensacola,100,21.72,4.3,42.99,5.1,31.13,2,35.33,1.4,36.49,0.6,31.17,1.5,21.96,,38.5,5.9,26.05,0.8,24.35,7.7,34.46,3.7,14.69,2.9,19.74,11.2,12.36,3.1,13.35,1.7,14.06,11,17.8,15.3,17.54,,19.75,5,19.18,4.3,23.77,3.7,18.83,7.5,16.24
May 2019,southeast,Florida,Port St. Lucie,100,21.94,4.4,46,4.3,30.49,1.4,32.42,0.9,36.95,0.6,33.26,1.6,21.38,0.8,39.59,6.1,26.68,0.7,22.25,7.8,38.12,3.7,15.67,2.1,23.33,12.1,12.18,3.9,15.07,2.5,13.96,11.3,18.5,14.4,17.95,0.4,12.68,5.9,20.7,4.4,20.72,3.8,18.69,6.7,16.42
May 2020,southeast,Florida,Port St. Lucie,100,22.44,4.6,46.06,4.4,30.46,1,32.31,0.9,36.93,0.6,35.72,1.5,22.75,0.9,41.87,5.8,26.42,0.8,21.84,8,40.91,3.9,15.83,2.3,23.21,11.7,12.24,4.9,15.51,2,14.11,11.1,18.3,13.9,18.38,0.4,12.74,6.1,21.22,4.4,21.26,3.8,19.33,7.2,17.2
May 2018,southeast,North Carolina,Raleigh,100,25.28,4.9,62.23,6.4,36.67,5.7,44.08,2.5,39.16,1.4,33.99,1.1,20.95,0.8,50.54,6,23.77,1.2,28.18,5.3,38.7,2.2,14.74,2.2,20.22,9.5,11.46,3.1,13.31,3.2,13.23,11.8,22.55,14.5,18.01,0.1,15.83,4.5,20.74,4.1,23,3.6,16.96,5.8,16.4
May 2019,southeast,North Carolina,Raleigh,100,26.37,5.5,63.01,7.1,36.75,6.2,45.21,2.4,39.82,1.5,34.1,1.1,22.76,0.9,51.84,5.7,24.95,1.3,28.01,5.2,39.14,2.8,14.15,2.1,20.98,9.1,12.36,3,13.69,2.6,14.28,11.6,22.94,12.7,18.91,0.1,15.28,4.6,21.72,4,24.06,3.4,16.89,7.2,16.02
May 2020,southeast,North Carolina,Raleigh,100,27.27,5.8,63.19,7.2,37.28,6,46.7,2.5,40.36,1.4,34.94,1.2,23.22,0.9,51.82,5.9,24.14,1.3,29.96,5.5,39.54,2.9,14.82,2.1,21.24,8,12.21,3,14.45,2.1,14.3,11.3,24.07,12.8,19.83,0.1,15.31,4.5,22.31,4.2,25.29,3.9,18.54,7.2,16.34
May 2018,southeast,Georgia,Savannah,100,21.39,4.4,50.35,3.7,30.98,1.2,34.51,2.3,45.09,0.4,30.76,1.3,22.18,0.6,40.3,5.3,23.22,1.6,22.36,6.1,34.24,2.5,14,2.9,18.59,11.7,10.32,3.2,11.89,2.8,11.62,10.2,17.37,13.6,16.98,0.1,17.41,3.6,20.48,5.2,23.22,6.2,21.01,11.1,19.21
May 2019,southeast,Georgia,Savannah,100,21.92,5,49.11,4.1,31.91,1.1,37.25,2.2,46.31,0.5,34.89,1.1,22.55,0.6,40.84,5.7,23.51,0.9,23.81,6,34.69,3.1,13.64,2.9,19.17,11.5,10.76,3.1,12.52,2.4,12.72,10.2,17.41,11.8,17.45,0.1,19.03,3.3,20.48,5.2,23.61,6.2,21.6,13,18.96
May 2020,southeast,Georgia,Savannah,100,22.84,5.3,48.15,4.7,33.09,1.3,40.33,2.3,48.99,0.5,34.58,1.5,21.63,0.7,43.65,5.9,24.26,0.8,22.74,6.9,34.45,3,14.36,2.7,19.98,10.1,11.18,2.8,13.12,2.2,13.23,10.2,17.52,11.8,17.73,0.1,19.81,3.2,21.27,5.3,24.35,5.5,22.54,13.3,18.46
May 2019,southeast,Florida,Sebastian,100,20.73,4.4,45.62,3.3,32.45,0.8,31.05,1.1,32.11,0.5,29.6,0.9,21.95,0.9,45.27,4.3,25.41,1.1,18.6,7.7,36.73,4.4,14.86,2.1,20.73,11.8,12.9,5.7,14.05,3,13.34,13.7,17.55,14.2,17.41,1.2,13.9,5.6,19.59,4.9,18.74,3.3,16.53,5.2,15.79
May 2020,southeast,Florida,Sebastian,100,21.81,4.3,49.33,3.5,32.55,0.8,32.38,1.1,31.45,0.5,31.8,1.2,21.69,0.9,,4.1,26.19,1,19.92,8.2,39.23,4.8,15.23,2.2,21.57,11.1,13.08,5.4,14.79,2.7,15,13.9,18.17,14,17.84,0.9,13.12,5.6,20.19,4.9,20,3.4,18.6,5.5,16.3
May 2019,southeast,South Carolina,Spartanburg,100,21.6,4.4,50.97,,35.02,1.1,34.3,2.4,38.09,0.3,37.3,1.2,19.86,0.3,39.04,5,24.1,0.6,23.21,5.4,35.79,3.6,13.09,1.5,17.85,7.9,11.01,2.5,12.49,1,11.98,9.5,16.72,11.8,17.78,0.1,19.19,3.5,20.99,4.8,22.13,17.4,19.9,12.2,17.3
May 2020,southeast,South Carolina,Spartanburg,100,22.43,4.1,53.87,3.9,36.01,1.3,33.45,2.4,39.65,0.3,35.03,1,21.72,0.3,41.36,4.5,26.47,0.6,22.65,6.2,35.42,3.5,13.92,1.5,18.82,7.5,11.3,2.5,13.22,1.2,13.4,8.8,17.46,13.4,18.37,0.1,19.22,3.6,21.18,4.9,21.81,16.9,20.81,11.5,17.53
May 2018,southeast,Florida,Tallahassee,100,21.8,,,10.2,25.67,3.4,30.26,1.2,32.59,1,25.11,1.8,20.76,2,46.15,8.1,24.36,1.4,30.19,5.8,34.67,3.4,13.64,3.1,21.18,10,11.18,3.1,12.59,2.5,13.61,9.3,16.67,14.5,16.24,0.1,12.87,3.4,18.03,3.3,19.66,1.9,16.22,4.1,14.99
May 2019,southeast,Florida,Tallahassee,100,22.36,,,10.6,26.93,3.7,30.13,1.2,33.08,1.1,25.29,2,19.07,1.9,46.1,7.8,25.08,1.4,24.12,5.9,34.57,3.1,13.94,2.9,21.43,10.3,11.61,3.2,12.81,2,14.02,9,17.29,13.2,17.26,0.2,12.34,3.6,18.33,3.7,20.33,1.8,17.12,5.1,15.22
May 2020,southeast,Florida,Tallahassee,100,23.22,6.2,46.03,10.8,27.91,4.2,31.27,1.2,33.26,1.2,25.79,2.4,18.62,2.1,40.98,8,24.73,1.2,26.44,6.4,36.63,3,14.5,2.9,21.6,9.3,12.01,3,13.21,2.1,13.53,8.5,17.84,13,17.96,0.2,13.3,3.6,19.68,3.7,20.95,1.9,17.65,5.3,15.95
May 2018,southeast,Florida,Tampa,100,22.95,5,54.42,6.2,33.17,3.3,39.52,1.2,34.51,0.5,,1.2,21.84,1.1,41.35,5,24.32,1.3,23.21,6.7,35.86,2.8,15.18,2.2,21.82,9.8,11.91,3,13.76,2.8,13.18,11.6,19.76,18.6,17.56,0.1,,4.2,19.46,3.8,20.82,4.2,17.23,5.3,16.23
May 2019,southeast,Florida,Tampa,100,23.84,5.7,54.46,6.7,33.07,3.5,40.53,1.2,35.59,0.6,32.09,1.2,21.29,1.1,40.12,4.8,24.4,1.2,23.96,6.8,37.93,3.4,14.73,2.2,22.82,9.9,12.25,2.9,14.56,2.3,13.71,11.2,20.33,16,18.58,0.1,25.31,4.4,19.56,3.8,21.29,4.1,17.59,6.9,16.18
May 2020,southeast,Florida,Tampa,100,24.89,5.6,56.3,7.3,34.67,3.6,41.19,1.3,37.34,0.7,,1.3,21.96,1.1,41.52,4.8,24.61,1.2,24.38,6.9,39.16,3.5,14.98,2.2,23.29,9,12.87,2.8,15.43,2,14.09,10.9,21.38,15.9,19.16,0.1,,4.6,20.27,4,22.15,4.1,18.25,7.2,16.63
May 2019,southeast,Alabama,Tuscaloosa,100,20.82,3.7,48.47,2.6,32.88,1.5,35.81,1.5,39.31,0.6,30.99,1.4,19.11,0.3,36.43,5.8,30.73,1,23.34,6.6,31.41,4.3,12.31,2.2,21.81,10.1,10.29,3.1,13.66,1.7,12.76,8.7,15.28,11.1,17.19,0.3,16.36,5.2,21.95,5.2,22.54,14.7,18.96,8.3,15.61
May 2020,southeast,Alabama,Tuscaloosa,100,21.79,4.1,49.51,2.8,32.85,1.3,34.56,1.7,37.95,0.7,30.65,1.4,20.26,0.4,37.85,5.9,31.37,1,26.3,6.8,32.25,4,12.88,2.2,21.61,9.4,10.65,3.1,14.37,1.5,13.65,8.5,16.29,11.2,17.53,0.3,18.01,5.6,21.93,5,23.44,14.7,20.55,8.5,16.23
May 2019,southeast,Georgia,Warner Robins,100,22.43,3.7,42.89,9.1,36.85,2.8,37.58,3.9,40.47,0.5,33.01,0.8,23.06,0.3,37.47,7.2,23.2,0.6,23.1,4.9,34.1,2.9,12.95,2,19.73,10.6,10.48,2.5,11.6,1.6,11.16,8.5,14.75,10.7,17.66,0.3,20.71,4.3,23.28,6.9,23.9,9.1,17.11,6.8,16.75
May 2020,southeast,Georgia,Warner Robins,100,23.46,3.8,43.42,10.2,37.89,3,37.95,4.5,41.74,0.5,32.15,0.8,24.28,0.3,33.48,7.4,23.12,0.6,25.95,4.5,35.51,2.8,13.11,2.1,19.29,9.5,11.24,2.2,12.35,1.3,12.08,8.4,15.26,10.5,18.12,0.2,21.1,4.4,23.75,6.7,24.93,9.8,17.58,6.7,17.27
May 2019,southeast,North Carolina,Wilmington,100,21.53,4.4,54,3.7,33.38,2.2,35.15,1.4,41.31,1.5,31.83,1.7,23.05,,31.06,5.7,23.67,1,22.65,7,35.38,5.1,13.56,1.8,20.27,13.5,10.85,3.7,12.85,2.1,12.89,12,18.56,12.7,17.63,,,4.8,19.97,4.2,22.21,3.6,18.52,7.1,15.9
May 2020,southeast,North Carolina,Wilmington,100,22.46,4.4,54.5,4.1,34.47,2.5,36.6,1.3,38.96,1.7,31.54,1.6,25.06,0.7,32.75,5.7,23.89,1,22.99,7.4,35.55,5.7,14.04,1.9,21.18,11.6,11.26,3.3,13.74,1.8,13.5,11.8,19.21,12.6,17.98,,13.83,5.2,20.92,4.4,23.15,3.8,19.26,7.6,17.11
May 2018,southeast,North Carolina,Winston,100,22.05,4,61.32,4.2,35.24,1.7,38.28,1.1,36.49,0.5,32.37,1.1,23.87,0.7,38.48,6.8,28.02,0.8,26.42,8.7,33.79,4.4,14.46,1.8,18.74,9.1,10.41,3,11.69,2.5,12.09,9.6,18.39,14.6,17.4,,15.7,3.2,19.28,3.8,21.29,10.2,17.27,8.2,15.31
May 2019,southeast,North Carolina,Winston,100,22.83,4.2,58.72,4.6,34.26,2.2,40.02,1.2,36.3,0.6,31.87,1.3,23.22,0.7,37.17,7.1,33.42,0.8,24.78,8.6,34.09,4.4,14.53,1.6,18.63,9.4,10.7,2.8,12.26,1.8,12.72,9.4,18.6,12.7,18.29,,17.26,3.6,20.05,3.6,21.49,9.9,17.2,9.6,15.22
May 2020,southeast,North Carolina,Winston,100,23.78,4.3,58.16,5.2,34.13,2.1,40.96,1.1,37.34,0.7,30.11,1.4,22.73,0.6,39.95,7.4,34.49,0.7,25.55,9.2,36.12,4.5,14.43,1.6,19.74,8.8,11.33,2.8,13.01,1.6,13.38,9.5,18.42,12.7,18.74,,15.56,4,20.64,3.5,22.65,9.2,18,9.2,16.24
May 2018,southwest,New Mexico,Albuquerque,100,22.53,4.7,50.74,5.1,33.22,2.3,38.27,3,47.66,1.1,36.21,1.7,21.82,0.9,41.54,5.3,24.99,1.4,25.49,6.4,38.74,3.4,14.67,3.1,18.84,9.8,10.72,2.9,12.52,5.2,11.57,10.3,16.47,16.5,17.42,0.1,13.49,5.1,20.16,3.4,21.13,3.2,17.86,5.2,16.9
May 2019,southwest,New Mexico,Albuquerque,100,23.4,4.8,51.63,5.4,33.71,2.3,38.14,3,48.72,1.2,35.93,1.8,23.26,0.9,42.63,5.7,25.66,1.3,29.71,6.5,41.36,5.9,13.45,3,19.29,9.9,10.94,2.8,12.97,2.1,13.49,9.9,17.06,15.2,17.74,0.1,13.82,5.1,20.94,3.5,21.6,3.3,18.56,6.3,16.82
May 2020,southwest,New Mexico,Albuquerque,100,24.8,4.8,53.53,5.9,35.42,2.6,39.13,3.3,50.01,1.2,37.19,1.8,24.4,1,43.96,5.7,28.39,1.3,25.1,6.9,41.88,6.3,13.88,2.9,20.06,8.8,11.58,2.8,13.38,1.7,13.84,9,18.28,15.1,18.48,0.1,13.78,5.2,22.02,3.6,22.69,3.4,19.17,6.4,17.38
May 2018,southwest,Texas,Austin,100,25.87,5.3,59.04,6.3,35.61,6,44.22,2.6,44.61,0.9,33.16,1.1,22.96,1.1,46.85,5.8,26.48,1.8,29.76,4.6,37.58,2.1,16.74,2.1,23.23,10.6,12.64,2.9,13.34,2.9,12.84,11,23.22,16.9,19.04,0.1,14.99,4.3,20.79,3.4,22.38,3.6,17.98,4.6,16.6
May 2019,southwest,Texas,Austin,100,26.53,6.2,59.21,6.8,36.06,6.2,43.74,2.5,44.24,1,32.93,1.1,23.61,1,49.74,5.8,26.06,2,29.06,4.7,38.99,2.6,15.11,2.1,24.02,10.4,12.66,2.8,13.81,2.1,14.83,10.5,22.38,15.1,19.74,0.1,16.04,4.2,21.4,3.4,22.59,3.8,18.22,5.5,16.67
May 2020,southwest,Texas,Austin,100,27.8,6.9,60.02,7.3,37.02,6.8,44.8,2.7,43.31,1,32.78,1.2,24.02,1.1,54.3,5.7,26.94,1.6,28.62,4.8,38.45,2.8,15.2,2.1,25.48,8.9,12.68,2.7,14.82,1.8,15.58,10,23.14,15.3,20.2,0.1,15.12,4.2,21.94,3.5,23.17,3.9,19.23,5.7,17.74
May 2018,southwest,Louisiana,Baton Rouge,100,21.73,4.5,50.45,4.1,29.78,1.4,31.21,2.4,39.93,1.1,30.65,1.3,22.16,0.8,37.38,6.1,23.5,1,24.4,5.7,31.38,2.5,13.21,3.1,17.99,8.7,10,2.8,11.32,3.1,11.08,9.6,15.56,13,16.42,0.3,15.81,10.7,22.92,5,23.24,5.5,26.72,7.3,17.44
May 2019,southwest,Louisiana,Baton Rouge,100,22.22,5.2,47.78,4.5,28.95,1.5,32.23,2.3,40.42,1.1,31.87,1.2,24.1,0.7,37.35,6.8,22.13,1,26.45,5.1,33.42,4,12.29,3.5,18.39,8.5,10.26,2.6,11.88,1.7,13.03,9.3,16.14,11.9,17.43,0.2,14.9,10.3,22.8,4.8,24.5,5.4,27.32,8.4,17.53
May 2020,southwest,Louisiana,Baton Rouge,100,23.68,5.9,49.26,5,29.67,1.5,35.02,2.4,43.5,1.1,34.74,1.3,23.98,0.8,38.9,7.2,23.33,1,28.2,5.8,33.96,4,12.48,3.5,18.81,7.6,10.64,2.5,12.78,1.7,13.12,9.1,17.29,11.8,18.07,0.2,16.52,8.8,24.53,4.6,25.85,5.5,29.25,8.5,18.01
May 2018,southwest,Texas,Beaumont,100,23.63,4.2,51.58,3.4,36.6,1.1,36.42,2.8,47.09,1,37.47,1,21.95,0.6,45.45,5.7,20.6,0.7,23.47,5.8,33.63,1.9,14.84,3.1,23.18,9.1,10.27,2.6,11.52,3.6,10.45,9.6,21.5,13.9,17.37,0.1,18.15,9,23.8,5.2,24.63,8.9,29.19,6.4,17.97
May 2019,southwest,Texas,Beaumont,100,23.48,4.5,49.57,3.4,36.52,1,37.93,2.5,47.12,1.3,36.93,1,22.48,0.5,51.84,5.8,21.03,0.7,22.82,5.1,34.32,4.2,11.85,3.1,22.82,9.3,10.37,2.7,12.3,1.6,12.72,9.8,21.55,12.2,17.77,0.1,17.26,9,23.89,5.4,24.52,8.8,28.01,7.9,17.18
May 2020,southwest,Texas,Beaumont,100,24.09,4.8,49.87,3.2,36.65,1,38.15,2.9,48.14,1.2,35.04,1,22.89,0.6,53.38,5.8,22.67,0.7,23.61,5.2,34.16,4.6,11.6,3.1,23.65,8.8,10.79,2.9,12.9,1.4,12.99,9.7,20.77,12.1,18.31,0.1,17.13,8.7,24.55,5.2,25.38,8.7,28.82,8,18.39
May 2018,southwest,Texas,Brownsville,100,16.94,3,41.54,2.4,30.72,0.6,32.14,0.4,29.01,0.3,29.04,2.1,19.52,0.4,36.31,8.9,21.36,0.6,20.36,5.4,36.5,5.4,11.36,3.2,23.13,10,10.11,3,10.93,12.8,10.02,10.3,14.61,15.7,13.7,,11.77,1.8,16.02,3.7,16.11,4.7,15.23,5.2,14.79
May 2019,southwest,Texas,Brownsville,100,16.85,3.6,38.33,2.5,30.28,0.6,30.04,0.4,30.74,0.4,27.56,2.2,19.39,0.5,32.31,8.7,21.41,0.6,22.05,5,34.18,16.3,10.66,3.3,22.34,10.4,9.92,3.1,10.97,1.7,11.28,10,14.74,14,14.19,0,9.45,1.9,16.81,3.4,16.71,4.5,14.97,6.9,14.22
May 2020,southwest,Texas,Brownsville,100,17.4,3.9,40.44,2.6,31.03,0.6,27.65,0.4,32.33,0.5,28.11,2,19.52,0.5,31.08,8.5,21.67,0.5,21,5.1,34.61,16.5,11.17,3.4,22.88,9.7,10.11,3.1,11.58,1.8,12.12,9.8,14.37,13.9,14.86,0.1,11.48,2.3,17.41,3.4,17.38,4.2,15.62,7.3,14.54
May 2018,southwest,Texas,College Station,100,23.04,,49.7,3.9,29.79,2.5,31.42,2.5,32.6,2.8,25.72,1.2,22.76,0.4,32.9,13.1,37.87,1.1,29.11,5,30.93,1.9,13.87,2,21.53,10.5,10.59,3,13.05,2.1,12.02,8.3,17.69,15.2,16.79,0.3,13.6,4.2,19.64,3.8,21.05,,,4.2,16.96
May 2019,southwest,Texas,College Station,100,22.86,5.2,50.02,3.9,29.74,2.5,33.29,3,24.9,3.3,25.06,1.1,22.44,0.4,41.2,12.6,35.42,1.2,27.35,4.5,32.12,2.2,13.64,2,22.51,11.1,11.03,3,13.36,2.4,12.66,9.1,17.08,14.7,16.89,0.4,13.45,4.8,20.52,3.9,21.7,3.5,17.5,5.3,15.74
May 2020,southwest,Texas,College Station,100,23.41,5.5,50.5,4,31.29,2.3,34.85,3,24.33,3.4,24.9,1.2,22.64,0.4,40.31,12.6,35.95,1.1,27.96,4.7,34.17,2.4,13.43,1.9,23.18,10.3,11.1,3,14.02,2.5,12.75,9.3,16.7,14.8,17.09,0.2,15.61,4.4,21.24,3.6,22.15,4.2,18.17,5.3,15.65
May 2018,southwest,Texas,Corpus Christi,100,21.14,3.8,48.52,3.4,32.56,1,34.14,1.9,41.93,0.8,29.91,1.1,23.79,,39.51,6,24.17,0.7,22.61,5.9,35.06,3.4,12.84,2.3,22.32,10.9,10.87,2.7,11.87,4.6,10.17,10,16.63,14.8,16.37,0.2,14.73,8.9,22.23,5.5,23.4,4.9,23.9,6.5,17.61
May 2019,southwest,Texas,Corpus Christi,100,21.41,4.1,46.91,3.3,33.02,1.1,33.98,2,42.11,1,31.4,1.1,24.2,,,5.7,23.5,0.6,24.97,5.8,33.9,6.9,11.78,2.2,21.57,11.1,11.03,2.9,12.24,1.6,12.39,9.3,17.49,13.8,16.86,0.2,15.09,8.5,22.15,5.3,23.78,5.1,24.03,7.5,17.61
May 2020,southwest,Texas,Corpus Christi,100,22.05,4.6,46.61,3.5,34.59,1.2,35.28,1.9,41.56,1,30.65,1.1,24.67,,,5.8,25.65,0.7,24.07,5.9,33.4,7.3,11.97,2.2,22.21,11,11.17,2.9,12.54,1.7,12.68,9,17.26,13.5,17.44,0.1,15.73,7.9,21.76,5.5,25.15,4.9,25.26,7.7,19.55
May 2019,southwest,Texas,Dallas,100,25.87,5.5,61.7,6.3,38.7,4.3,45.41,1.8,45.96,0.6,35.71,0.8,25.39,0.7,53.44,5.3,24.81,1.3,26.37,5.2,39.31,3.3,14.33,2.1,22.59,8.8,11.43,2.5,14.26,1.9,14.16,10.4,21.7,15.6,19.62,0.1,13.59,4.1,21.27,4,24.28,5.6,18.3,9.5,19.88
May 2020,southwest,Texas,Dallas,100,27.01,5.9,61.73,6.7,40.11,4.7,46.89,1.9,45.79,0.7,35.38,0.9,25.37,0.8,55.35,5.3,25.85,1.3,26.85,5.2,39.5,3.4,14.66,2,23.98,7.8,11.61,2.4,15.18,1.7,14.58,10.3,22.34,15.5,20.3,0.1,13.59,4,21.75,4,24.99,5.5,18.88,9.9,20.87
May 2018,southwest,Texas,Dallas-Fort Worth,100,25.28,4.9,61.18,5.8,38.24,4.2,45.11,1.8,46.52,0.4,37.84,0.7,25.65,0.7,56.69,5.5,25.13,1.3,25.85,5.4,38.94,2.4,15.89,2,22.3,9,11.54,2.6,13.58,2.8,12.21,10.8,21.72,17.6,18.86,0.1,12.55,4.2,20.72,4.1,23.36,5.5,18.07,8.1,20.82
May 2018,southwest,Texas,El Paso,100,18.8,3.2,48.83,3.5,31.29,1.3,32.12,0.9,34.73,0.3,33.31,1,23.22,,41.8,8.4,24.46,0.8,22.9,5.9,33.2,2.7,13.22,3.3,22.35,10.7,9.99,2.7,11.01,5,9.62,11.6,15.5,17.8,14.89,,10.92,3.8,16.61,4.3,18.63,4.8,14.11,7.3,16
May 2019,southwest,Texas,El Paso,100,19.45,3.8,47.4,3.8,30.97,1.5,33.44,0.9,35.3,0.4,30.65,1.1,23.79,0.4,46.21,7.5,27.97,0.7,21.4,6,33.9,6.4,10.88,3.4,23.2,10.5,10.17,2.7,11.08,1.6,12.1,11,15.35,16.6,15.14,0.1,12.13,3.7,17.04,4.3,18.99,4.7,14.6,8.7,15.62
May 2020,southwest,Texas,El Paso,100,20.07,4,46.32,4.1,31.93,1.4,32.48,0.9,33.07,0.6,30.2,1.2,23.65,0.5,46.9,7.5,27.93,0.7,20.07,6.2,35.49,6.7,10.96,3.5,24.21,9.7,10.51,2.8,11.17,1.5,12.45,10.5,15.77,16.4,15.65,,13.98,3.9,16.98,4.4,19.69,4.6,15.41,8.9,16.69
May 2018,southwest,Arkansas,Fayetteville,100,22.34,5.7,56.37,6.2,34.71,3.4,34.96,1,32.19,0.5,27.06,0.7,20.91,0.5,42.8,6.4,23.96,1.4,26.07,4.8,35.14,2.2,14.12,1.7,18.9,9.4,10.77,2.7,12.66,2.5,12.02,10.5,18.64,13.6,17.2,0.4,14.7,3.3,18.92,4,20.32,8.9,15.61,10.3,18.62
May 2019,southwest,Arkansas,Fayetteville,100,22.88,5.8,56.16,6.5,35.29,3.2,35.74,1,33.2,0.5,30.83,0.7,22.09,0.5,40.33,6.4,23.16,1.1,28.92,4.7,36.05,2.9,13.81,1.6,19.32,9.4,11.18,2.7,14.3,1.7,12.86,10,20.28,12,17.9,0.3,15.51,3.6,19.49,3.9,20.81,9.2,16.09,12.2,18.34
May 2020,southwest,Arkansas,Fayetteville,100,24.26,5.9,56.32,6.9,38.38,4,39.85,1.1,35.07,0.6,29.62,0.7,23.09,0.5,42.88,6,24.26,1.3,32.85,4.9,35.72,3.2,13.83,1.6,21.8,8.3,11.89,2.6,15.45,1.7,13.49,9.9,21.95,11.7,18.42,0.3,15.5,3.7,20.23,3.8,21.78,9.2,16.95,12.3,18.76
May 2018,southwest,Arkansas,Fort Smith,100,18.52,4.9,40.87,3.2,28.75,1.2,31.59,1,35.63,0.3,25.8,1.3,19.77,0.4,29.27,5.3,21.29,0.5,19.33,6.4,33.5,3.4,12.62,1.9,16.7,9.4,10.14,2.5,11.83,3.1,10.35,10.9,15.25,14.5,15.66,0.4,13.36,4.4,18.14,4.7,19.35,11.7,14.75,8.9,15.52
May 2019,southwest,Arkansas,Fort Smith,100,19.09,5.2,40.1,3.4,28.66,1.1,32.84,0.9,36.55,0.3,25.87,1.4,19.24,0.4,27.54,7,19.88,0.4,19.93,6.3,33.15,4.8,12.34,1.9,16.98,9.1,10.38,2.4,12.24,1.4,11.75,10.7,16.25,12.4,16.2,0.3,14,3.8,18.55,4.8,19.84,11,15.21,11,17.37
May 2020,southwest,Arkansas,Fort Smith,100,19.51,4.9,38.19,3.2,28,1,29.47,0.6,32.83,0.3,28.29,1.4,20.23,0.5,30.95,6.6,20.93,0.4,18.93,6.3,32.75,5,12.73,2,17.17,8.7,10.96,2.4,12.91,1.3,12.29,10.8,17.96,11.8,16.58,0.3,14.23,3.7,19.51,4.8,20.46,12.5,16.8,11.6,18.31
May 2018,southwest,Louisiana,Houma,100,21.4,4.3,51.33,3.8,29.28,0.5,27.96,1.7,35.68,0.5,30.08,1.2,22.02,0.4,38.6,4.8,21.16,0.5,15.81,6.2,31.69,2.6,12.75,1.8,17.06,8.6,10.15,2.3,11.63,2.5,10.86,10.4,15.78,13.9,15.62,0.1,19.07,6.6,21.04,6.6,22.01,7.1,22.23,13.8,25.24
May 2019,southwest,Louisiana,Houma,100,23.59,4.9,50.31,3.7,29.85,0.6,30.12,1.6,35.41,0.5,30.83,1.4,21.75,0.4,41.82,5.8,18.61,0.4,16.91,6.3,31.5,4.1,11.91,,14.9,8.2,10.5,1.9,12.68,1.1,12.76,10.2,16.15,13,16.53,,23.69,6.7,21.8,5.8,22.17,7,22.58,14.4,
May 2020,southwest,Louisiana,Houma,100,24.34,5.1,50.88,3.7,30.27,0.5,30.79,1.3,36.31,0.4,32.18,1.8,19.29,0.4,45.7,5.8,19.98,0.4,17.47,6.2,35.2,3.8,11.89,,15.37,7.7,10.66,2,12.54,1.3,11.84,9.6,16.76,12.4,17.17,,,6.3,21.97,6.1,23.67,7.9,23.14,15.1,
